name,year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,hurricane_class
             Eloise,1975,9,16,18,19.5,-68.4,hurricane,1.0,65,1002,226,44,0
             Eloise,1975,9,17,0,19.6,-69.2,hurricane,1.0,65,997,233,47,0
             Eloise,1975,9,22,60,24.8,-89.4,hurricane,1.0,65,993,207,60,0
             Eloise,1975,9,22,12,25.8,-89.5,hurricane,1.0,75,986,217,69,0
             Eloise,1975,9,22,18,26.5,-89.4,hurricane,2.0,85,980,374,150,0
             Eloise,1975,9,23,0,27.3,-88.5,hurricane,2.0,95,968,386,160,0
             Eloise,1975,9,23,60,28.4,-87.3,hurricane,3.0,105,958,300,117,1
             Eloise,1975,9,23,12,30.2,-86.3,hurricane,3.0,110,955,303,116,1
               Faye,1975,9,26,0,26.5,-60.0,hurricane,1.0,65,990,217,59,0
               Faye,1975,9,26,60,27.9,-60.9,hurricane,1.0,70,988,223,65,0
               Faye,1975,9,26,12,29.6,-62.0,hurricane,1.0,75,985,230,68,0
               Faye,1975,9,26,18,31.0,-63.1,hurricane,2.0,85,985,206,65,0
               Faye,1975,9,27,0,32.7,-64.2,hurricane,2.0,90,985,209,65,0
               Faye,1975,9,27,60,34.4,-65.2,hurricane,2.0,90,979,208,65,0
               Faye,1975,9,27,12,36.1,-65.7,hurricane,2.0,90,982,392,102,0
               Faye,1975,9,27,18,37.4,-65.0,hurricane,2.0,90,985,212,64,0
               Faye,1975,9,28,0,38.4,-63.7,hurricane,2.0,85,985,214,66,0
               Faye,1975,9,28,60,39.8,-60.5,hurricane,1.0,80,985,726,144,0
               Faye,1975,9,28,12,41.0,-57.1,hurricane,1.0,75,979,582,118,0
               Faye,1975,9,28,18,42.3,-52.0,hurricane,1.0,75,977,584,121,0
               Faye,1975,9,29,0,42.8,-46.0,hurricane,1.0,70,977,529,116,0
               Faye,1975,9,29,60,42.9,-40.0,hurricane,1.0,65,977,416,71,0
             Gladys,1975,9,25,18,15.8,-44.0,hurricane,1.0,65,990,181,41,0
             Gladys,1975,9,26,0,16.2,-45.0,hurricane,1.0,65,990,147,22,0
             Gladys,1975,9,26,60,16.4,-46.1,hurricane,1.0,65,990,139,21,0
             Gladys,1975,9,26,12,16.6,-47.7,hurricane,1.0,65,990,139,21,0
             Gladys,1975,9,26,18,16.8,-49.3,hurricane,1.0,65,990,119,16,0
             Gladys,1975,9,27,0,17.1,-50.7,hurricane,1.0,65,990,191,44,0
             Gladys,1975,9,27,60,17.6,-52.2,hurricane,1.0,65,990,119,16,0
             Gladys,1975,9,27,12,18.2,-53.7,hurricane,1.0,65,990,115,16,0
             Gladys,1975,9,27,18,18.8,-55.1,hurricane,1.0,65,990,199,47,0
             Gladys,1975,9,28,0,19.4,-56.4,hurricane,1.0,65,992,229,49,0
             Gladys,1975,9,28,60,19.6,-57.4,hurricane,1.0,65,992,223,49,0
             Gladys,1975,9,28,12,19.8,-58.2,hurricane,1.0,65,1000,219,48,0
             Gladys,1975,9,28,18,20.3,-59.3,hurricane,1.0,65,998,216,50,0
             Gladys,1975,9,29,0,21.2,-60.3,hurricane,1.0,65,995,226,54,0
             Gladys,1975,9,29,60,22.1,-61.4,hurricane,1.0,70,990,226,60,0
             Gladys,1975,9,29,12,23.0,-62.6,hurricane,1.0,70,990,225,60,0
             Gladys,1975,9,29,18,23.6,-63.9,hurricane,1.0,75,985,230,63,0
             Gladys,1975,9,30,0,24.1,-65.2,hurricane,1.0,80,975,236,67,0
             Gladys,1975,9,30,60,24.6,-66.5,hurricane,1.0,80,975,238,67,0
             Gladys,1975,9,30,12,25.1,-67.9,hurricane,1.0,80,975,240,69,0
             Gladys,1975,9,30,18,25.6,-69.3,hurricane,1.0,80,975,240,70,0
             Gladys,1975,10,1,0,26.1,-70.6,hurricane,1.0,80,975,271,85,0
             Gladys,1975,10,1,60,26.8,-71.7,hurricane,1.0,80,975,402,120,0
             Gladys,1975,10,1,12,27.9,-72.4,hurricane,1.0,80,975,250,60,0
             Gladys,1975,10,1,18,29.4,-73.0,hurricane,2.0,90,969,360,126,0
             Gladys,1975,10,2,0,31.0,-73.0,hurricane,3.0,100,954,302,97,1
             Gladys,1975,10,2,60,32.9,-72.1,hurricane,3.0,110,942,306,102,1
             Gladys,1975,10,2,12,35.3,-69.8,hurricane,4.0,120,939,463,124,1
             Gladys,1975,10,2,18,37.8,-67.0,hurricane,4.0,120,939,478,125,1
             Gladys,1975,10,3,0,40.8,-62.6,hurricane,3.0,110,950,460,118,1
             Gladys,1975,10,3,60,43.7,-57.0,hurricane,2.0,85,960,412,96,0
             Gladys,1975,10,3,12,46.6,-50.6,hurricane,2.0,85,960,410,95,0
              Belle,1976,8,7,18,26.6,-74.2,hurricane,1.0,70,985,217,56,0
              Belle,1976,8,8,0,26.9,-74.6,hurricane,1.0,80,972,238,62,0
              Belle,1976,8,8,60,27.4,-75.1,hurricane,2.0,90,962,218,63,0
              Belle,1976,8,8,12,28.1,-75.1,hurricane,2.0,95,959,221,64,0
              Belle,1976,8,8,18,29.5,-75.3,hurricane,3.0,100,958,215,64,1
              Belle,1976,8,9,0,30.9,-75.3,hurricane,3.0,105,957,292,97,1
              Belle,1976,8,9,60,32.5,-75.2,hurricane,3.0,105,959,206,62,1
              Belle,1976,8,9,12,34.4,-74.7,hurricane,2.0,95,963,206,61,0
              Belle,1976,8,9,18,36.6,-74.2,hurricane,2.0,90,970,202,60,0
              Belle,1976,8,10,0,38.8,-73.8,hurricane,1.0,80,977,459,111,0
            Candice,1976,8,21,60,41.2,-59.3,hurricane,1.0,65,993,521,113,0
            Candice,1976,8,21,12,41.0,-59.0,hurricane,1.0,65,989,517,115,0
            Candice,1976,8,22,18,41.3,-56.4,hurricane,1.0,80,964,691,144,0
            Candice,1976,8,23,18,44.4,-51.2,hurricane,1.0,80,971,701,146,0
               Emmy,1976,8,25,12,26.5,-62.1,hurricane,1.0,65,990,214,56,0
               Emmy,1976,8,25,18,26.6,-60.4,hurricane,1.0,65,991,215,56,0
               Emmy,1976,8,26,0,26.8,-59.0,hurricane,1.0,70,988,220,64,0
               Emmy,1976,8,26,60,27.0,-57.8,hurricane,1.0,75,984,224,67,0
               Emmy,1976,8,26,12,27.2,-56.2,hurricane,1.0,80,980,237,66,0
               Emmy,1976,8,26,18,27.7,-54.8,hurricane,2.0,85,976,230,63,0
               Emmy,1976,8,27,12,30.9,-53.7,hurricane,2.0,85,975,205,62,0
               Emmy,1976,8,28,12,33.5,-56.6,hurricane,2.0,85,975,190,57,0
               Emmy,1976,8,29,12,35.0,-56.8,hurricane,2.0,90,974,197,59,0
               Emmy,1976,8,30,12,34.9,-52.0,hurricane,2.0,90,975,226,62,0
               Emmy,1976,8,31,12,35.1,-44.9,hurricane,2.0,85,977,230,65,0
               Emmy,1976,9,1,12,35.1,-36.6,hurricane,1.0,80,975,156,41,0
               Emmy,1976,9,3,0,35.2,-28.7,hurricane,1.0,75,980,224,56,0
               Emmy,1976,9,3,18,38.0,-27.2,hurricane,1.0,70,984,228,55,0
               Emmy,1976,9,4,0,38.8,-26.8,hurricane,1.0,65,988,281,57,0
               Emmy,1976,9,4,60,39.6,-25.8,hurricane,1.0,65,994,295,60,0
            Frances,1976,8,30,0,18.3,-51.6,hurricane,1.0,65,991,195,44,0
            Frances,1976,8,30,18,20.2,-54.2,hurricane,1.0,65,987,220,48,0
            Frances,1976,8,31,0,21.0,-54.9,hurricane,1.0,65,980,232,51,0
            Frances,1976,8,31,12,23.1,-55.2,hurricane,1.0,75,975,242,61,0
            Frances,1976,9,1,0,25.3,-54.9,hurricane,2.0,90,968,226,60,0
            Frances,1976,9,1,60,26.3,-54.3,hurricane,3.0,100,963,225,58,1
            Frances,1976,9,1,12,27.2,-53.7,hurricane,2.0,95,966,223,60,0
            Frances,1976,9,4,0,32.0,-37.2,hurricane,1.0,65,992,241,52,0
             Gloria,1976,9,29,60,29.1,-59.8,hurricane,1.0,65,984,218,58,0
             Gloria,1976,9,29,12,29.7,-60.2,hurricane,1.0,65,979,223,58,0
             Gloria,1976,9,29,18,30.2,-60.3,hurricane,1.0,70,973,220,63,0
             Gloria,1976,9,30,0,31.1,-60.2,hurricane,1.0,80,970,220,66,0
             Gloria,1976,9,30,60,32.2,-59.8,hurricane,2.0,85,971,221,67,0
             Gloria,1976,9,30,12,33.1,-58.8,hurricane,2.0,90,977,221,65,0
             Gloria,1976,9,30,18,34.0,-57.5,hurricane,2.0,90,981,194,61,0
             Gloria,1976,10,1,0,34.7,-56.1,hurricane,2.0,90,985,263,73,0
             Gloria,1976,10,1,60,35.3,-54.8,hurricane,2.0,85,988,262,72,0
             Gloria,1976,10,1,12,35.7,-53.7,hurricane,1.0,80,990,270,74,0
             Gloria,1976,10,1,18,36.1,-52.6,hurricane,1.0,75,992,221,57,0
             Gloria,1976,10,2,0,36.4,-51.7,hurricane,1.0,70,993,227,54,0
              Holly,1976,10,24,12,24.9,-58.1,hurricane,1.0,65,990,294,43,0
              Holly,1976,10,25,0,27.2,-57.5,hurricane,1.0,65,995,348,60,0
              Anita,1977,8,30,18,26.5,-90.6,hurricane,1.0,65,997,211,59,0
              Anita,1977,8,31,0,26.4,-91.0,hurricane,1.0,70,991,220,65,0
              Anita,1977,8,31,60,26.3,-91.4,hurricane,1.0,75,988,219,69,0
              Anita,1977,8,31,12,26.2,-91.8,hurricane,1.0,75,986,221,68,0
              Anita,1977,8,31,18,26.1,-92.3,hurricane,1.0,80,985,455,137,0
              Anita,1977,9,1,0,25.9,-92.8,hurricane,1.0,80,979,246,66,0
              Anita,1977,9,1,60,25.8,-93.7,hurricane,2.0,85,972,242,68,0
              Anita,1977,9,1,12,25.5,-94.7,hurricane,2.0,90,963,330,132,0
              Anita,1977,9,1,18,25.2,-95.5,hurricane,3.0,110,945,336,141,1
              Anita,1977,9,2,0,24.6,-96.2,hurricane,5.0,140,931,337,146,1
              Anita,1977,9,2,60,24.2,-97.1,hurricane,5.0,150,926,332,147,1
              Anita,1977,9,2,12,23.7,-98.0,hurricane,4.0,120,940,326,142,1
              Anita,1977,9,2,18,23.1,-99.2,hurricane,1.0,70,978,231,56,0
               Babe,1977,9,5,60,28.7,-91.4,hurricane,1.0,65,995,228,55,0
              Clara,1977,9,8,12,35.5,-67.7,hurricane,1.0,65,993,218,55,0
              Clara,1977,9,8,18,35.6,-66.2,hurricane,1.0,65,994,239,52,0
              Clara,1977,9,9,0,35.5,-64.6,hurricane,1.0,65,998,237,54,0
            Dorothy,1977,9,28,12,35.5,-59.7,hurricane,1.0,65,988,250,59,0
            Dorothy,1977,9,28,18,37.0,-58.8,hurricane,1.0,70,984,221,60,0
            Dorothy,1977,9,29,0,38.3,-57.0,hurricane,1.0,75,980,593,122,0
            Dorothy,1977,9,29,60,40.0,-55.5,hurricane,1.0,70,984,495,112,0
            Dorothy,1977,9,29,12,42.0,-54.0,hurricane,1.0,65,988,514,106,0
             Evelyn,1977,10,15,0,39.2,-63.3,hurricane,1.0,65,994,266,43,0
             Evelyn,1977,10,15,60,42.4,-61.5,hurricane,1.0,70,996,486,112,0
             Evelyn,1977,10,15,12,45.5,-60.1,hurricane,1.0,70,998,477,103,0
             Evelyn,1977,10,15,18,47.4,-59.2,hurricane,1.0,70,999,474,100,0
               Cora,1978,8,8,18,14.0,-43.2,hurricane,1.0,65,990,166,30,0
               Cora,1978,8,9,0,14.0,-44.9,hurricane,1.0,80,980,185,40,0
               Cora,1978,8,9,60,13.9,-46.8,hurricane,1.0,80,980,184,39,0
               Cora,1978,8,9,12,13.6,-48.6,hurricane,1.0,70,988,150,24,0
               Cora,1978,8,9,18,13.2,-50.6,hurricane,1.0,65,998,169,31,0
               Ella,1978,8,31,18,29.3,-68.8,hurricane,1.0,70,980,221,63,0
               Ella,1978,9,1,0,29.6,-70.0,hurricane,2.0,90,978,219,64,0
               Ella,1978,9,1,60,30.1,-71.1,hurricane,3.0,100,975,203,63,1
               Ella,1978,9,1,12,30.7,-71.8,hurricane,3.0,110,970,204,62,1
               Ella,1978,9,1,18,31.1,-72.3,hurricane,3.0,110,960,202,62,1
               Ella,1978,9,2,0,31.2,-72.7,hurricane,3.0,105,960,202,63,1
               Ella,1978,9,2,60,31.4,-73.1,hurricane,3.0,100,977,202,63,1
               Ella,1978,9,2,12,31.6,-73.3,hurricane,1.0,80,981,198,61,0
               Ella,1978,9,2,18,31.9,-73.0,hurricane,1.0,70,983,211,58,0
               Ella,1978,9,3,0,32.3,-72.8,hurricane,1.0,70,983,212,60,0
               Ella,1978,9,3,60,33.0,-72.4,hurricane,1.0,80,981,196,62,0
               Ella,1978,9,3,12,33.8,-71.7,hurricane,2.0,85,976,196,63,0
               Ella,1978,9,3,18,35.0,-70.2,hurricane,2.0,95,970,204,64,0
               Ella,1978,9,4,0,36.2,-68.3,hurricane,3.0,110,962,206,64,1
               Ella,1978,9,4,60,38.0,-66.0,hurricane,4.0,115,958,211,63,1
               Ella,1978,9,4,12,40.0,-63.0,hurricane,4.0,120,956,406,104,1
               Ella,1978,9,4,18,42.5,-59.5,hurricane,4.0,115,956,435,109,1
               Ella,1978,9,5,0,45.0,-55.0,hurricane,3.0,105,960,365,84,1
               Ella,1978,9,5,60,47.2,-50.2,hurricane,1.0,80,975,382,71,0
               Ella,1978,9,5,12,49.0,-45.0,hurricane,1.0,65,980,375,69,0
            Flossie,1978,9,12,60,31.4,-44.0,hurricane,1.0,65,992,242,49,0
            Flossie,1978,9,12,12,31.6,-43.5,hurricane,1.0,75,985,237,57,0
            Flossie,1978,9,12,18,31.7,-43.0,hurricane,1.0,80,980,212,58,0
            Flossie,1978,9,13,0,31.8,-42.9,hurricane,2.0,85,976,154,43,0
            Flossie,1978,9,13,18,33.6,-43.1,hurricane,1.0,75,985,235,58,0
            Flossie,1978,9,15,60,43.1,-35.9,hurricane,1.0,65,992,370,69,0
              Greta,1978,9,16,12,14.0,-77.7,hurricane,1.0,70,989,178,33,0
              Greta,1978,9,17,0,14.6,-79.6,hurricane,1.0,80,982,200,46,0
              Greta,1978,9,17,12,15.2,-81.6,hurricane,2.0,90,974,213,52,0
              Greta,1978,9,17,18,15.5,-82.6,hurricane,2.0,95,968,221,55,0
              Greta,1978,9,18,0,15.6,-83.4,hurricane,3.0,110,952,209,57,1
              Greta,1978,9,18,60,15.8,-84.3,hurricane,4.0,115,947,210,59,1
              Greta,1978,9,18,12,16.4,-85.6,hurricane,3.0,105,957,229,71,1
              Greta,1978,9,18,18,16.6,-86.9,hurricane,3.0,100,964,219,58,1
              Greta,1978,9,19,0,17.0,-88.2,hurricane,2.0,95,964,243,77,0
             Kendra,1978,10,29,18,26.2,-74.1,hurricane,1.0,65,995,328,49,0
             Kendra,1978,10,30,12,28.9,-72.6,hurricane,1.0,70,990,349,65,0
             Kendra,1978,10,30,18,29.3,-72.3,hurricane,1.0,65,998,351,63,0
                Bob,1979,7,11,0,26.2,-91.6,hurricane,1.0,65,988,213,52,0
                Bob,1979,7,11,60,27.8,-91.1,hurricane,1.0,65,991,219,53,0
                Bob,1979,7,11,12,29.1,-90.6,hurricane,1.0,65,986,227,52,0
              David,1979,8,27,60,11.8,-48.5,hurricane,1.0,65,980,131,29,0
              David,1979,8,27,12,11.8,-50.0,hurricane,1.0,80,966,230,51,0
              David,1979,8,27,18,11.9,-51.5,hurricane,2.0,95,954,227,56,0
              David,1979,8,28,0,12.2,-52.9,hurricane,4.0,115,947,205,56,1
              David,1979,8,28,60,12.5,-54.4,hurricane,4.0,125,941,213,60,1
              David,1979,8,28,12,12.8,-55.7,hurricane,4.0,130,938,213,60,1
              David,1979,8,28,18,13.2,-56.9,hurricane,4.0,125,941,210,57,1
              David,1979,8,29,0,13.7,-58.0,hurricane,4.0,120,944,213,61,1
              David,1979,8,29,60,14.2,-59.2,hurricane,4.0,120,942,210,57,1
              David,1979,8,29,12,14.8,-60.3,hurricane,4.0,125,938,210,57,1
              David,1979,8,29,18,15.3,-61.6,hurricane,4.0,125,933,217,61,1
              David,1979,8,30,0,15.6,-62.8,hurricane,4.0,130,929,244,71,1
              David,1979,8,30,60,16.0,-64.2,hurricane,5.0,140,925,265,80,1
              David,1979,8,30,12,16.3,-65.2,hurricane,5.0,145,924,262,79,1
              David,1979,8,30,18,16.6,-66.2,hurricane,5.0,150,924,263,82,1
              David,1979,8,31,0,16.8,-67.3,hurricane,5.0,145,927,296,99,1
              David,1979,8,31,60,17.0,-68.3,hurricane,5.0,145,928,296,100,1
              David,1979,8,31,12,17.2,-69.1,hurricane,5.0,145,927,293,96,1
              David,1979,8,31,18,17.9,-69.7,hurricane,5.0,150,926,293,98,1
              David,1979,9,1,0,18.8,-70.4,hurricane,4.0,130,953,210,61,1
              David,1979,9,1,60,19.3,-72.0,hurricane,3.0,100,978,220,61,1
              David,1979,9,1,12,19.7,-73.7,hurricane,1.0,65,1002,235,46,0
              David,1979,9,2,0,21.3,-75.2,hurricane,1.0,65,997,238,51,0
              David,1979,9,2,60,21.9,-75.5,hurricane,1.0,70,990,241,57,0
              David,1979,9,2,12,23.0,-76.3,hurricane,1.0,70,984,244,54,0
              David,1979,9,2,18,23.9,-77.4,hurricane,1.0,75,979,245,57,0
              David,1979,9,3,0,24.6,-78.2,hurricane,1.0,80,976,232,60,0
              David,1979,9,3,60,25.3,-79.1,hurricane,1.0,80,974,235,64,0
              David,1979,9,3,12,26.3,-79.6,hurricane,2.0,85,973,221,64,0
              David,1979,9,3,18,27.2,-80.2,hurricane,2.0,85,972,216,64,0
              David,1979,9,4,0,28.0,-80.5,hurricane,2.0,85,971,216,64,0
              David,1979,9,4,60,29.1,-80.8,hurricane,2.0,85,970,216,64,0
              David,1979,9,4,12,30.2,-80.9,hurricane,2.0,85,970,205,62,0
              David,1979,9,4,18,31.5,-81.2,hurricane,1.0,80,970,197,61,0
              David,1979,9,5,0,32.5,-81.1,hurricane,1.0,65,972,210,59,0
           Frederic,1979,9,1,60,12.9,-48.7,hurricane,1.0,65,987,200,37,0
           Frederic,1979,9,1,12,13.3,-50.4,hurricane,1.0,65,988,203,38,0
           Frederic,1979,9,1,18,13.8,-52.3,hurricane,1.0,65,990,209,39,0
           Frederic,1979,9,10,12,22.8,-83.6,hurricane,1.0,65,990,244,50,0
           Frederic,1979,9,10,18,23.0,-83.8,hurricane,1.0,70,987,254,47,0
           Frederic,1979,9,11,0,23.3,-84.0,hurricane,1.0,75,985,251,58,0
           Frederic,1979,9,11,60,23.8,-84.4,hurricane,1.0,80,983,356,110,0
           Frederic,1979,9,11,12,24.4,-84.8,hurricane,2.0,85,980,338,130,0
           Frederic,1979,9,11,18,25.0,-85.2,hurricane,2.0,95,968,341,133,0
           Frederic,1979,9,12,0,25.7,-85.8,hurricane,3.0,100,960,350,130,1
           Frederic,1979,9,12,60,26.5,-86.4,hurricane,3.0,110,952,358,148,1
           Frederic,1979,9,12,12,27.4,-87.0,hurricane,4.0,115,943,388,159,1
           Frederic,1979,9,12,18,28.4,-87.7,hurricane,4.0,115,950,387,161,1
           Frederic,1979,9,13,0,29.7,-88.0,hurricane,4.0,115,946,383,158,1
           Frederic,1979,9,13,60,30.8,-88.5,hurricane,2.0,95,955,213,61,0
           Frederic,1979,9,13,12,32.2,-88.7,hurricane,1.0,65,975,210,58,0
             Gloria,1979,9,7,60,24.4,-37.2,hurricane,1.0,65,992,228,52,0
             Gloria,1979,9,7,12,25.6,-38.0,hurricane,1.0,65,990,220,50,0
             Gloria,1979,9,7,18,26.4,-38.7,hurricane,1.0,70,988,217,54,0
             Gloria,1979,9,8,0,27.0,-39.2,hurricane,1.0,75,985,233,58,0
             Gloria,1979,9,8,60,27.5,-40.0,hurricane,1.0,75,985,238,58,0
             Gloria,1979,9,8,12,28.0,-40.3,hurricane,1.0,75,985,154,35,0
             Gloria,1979,9,8,18,28.6,-41.0,hurricane,1.0,75,985,150,35,0
             Gloria,1979,9,9,0,29.3,-41.7,hurricane,1.0,75,985,155,37,0
             Gloria,1979,9,9,60,29.9,-42.5,hurricane,1.0,75,985,151,37,0
             Gloria,1979,9,9,12,30.4,-43.2,hurricane,1.0,75,985,245,54,0
             Gloria,1979,9,9,18,31.0,-44.0,hurricane,1.0,70,987,238,50,0
             Gloria,1979,9,10,0,31.5,-45.0,hurricane,1.0,70,989,233,52,0
             Gloria,1979,9,10,60,31.2,-45.8,hurricane,1.0,65,991,242,49,0
             Gloria,1979,9,10,12,31.0,-46.8,hurricane,1.0,65,993,244,47,0
             Gloria,1979,9,11,18,31.8,-48.4,hurricane,1.0,65,992,240,48,0
             Gloria,1979,9,12,0,32.2,-48.6,hurricane,1.0,70,988,229,54,0
             Gloria,1979,9,12,60,32.4,-48.6,hurricane,1.0,75,985,236,57,0
             Gloria,1979,9,12,12,32.8,-48.3,hurricane,1.0,80,980,156,44,0
             Gloria,1979,9,12,18,33.2,-47.8,hurricane,2.0,85,975,157,45,0
             Gloria,1979,9,13,0,33.9,-47.0,hurricane,2.0,85,975,162,44,0
             Gloria,1979,9,13,60,34.5,-46.0,hurricane,2.0,85,976,162,45,0
             Gloria,1979,9,13,12,35.0,-45.0,hurricane,2.0,85,977,160,46,0
             Gloria,1979,9,13,18,36.0,-43.8,hurricane,1.0,80,978,158,47,0
             Gloria,1979,9,14,0,37.0,-41.5,hurricane,1.0,80,979,182,47,0
             Gloria,1979,9,14,60,38.5,-39.5,hurricane,1.0,75,980,232,59,0
             Gloria,1979,9,14,12,40.2,-37.8,hurricane,1.0,75,985,562,138,0
             Gloria,1979,9,14,18,42.0,-35.8,hurricane,1.0,70,988,513,124,0
             Gloria,1979,9,15,0,43.4,-34.0,hurricane,1.0,65,992,406,68,0
              Henri,1979,9,17,60,20.2,-94.0,hurricane,1.0,65,990,224,50,0
              Henri,1979,9,17,12,20.4,-94.3,hurricane,1.0,75,983,222,56,0
              Henri,1979,9,17,18,20.8,-94.6,hurricane,1.0,70,984,224,56,0
              Henri,1979,9,18,0,20.9,-95.0,hurricane,1.0,65,992,223,52,0
              Allen,1980,8,3,0,12.4,-51.4,hurricane,1.0,65,985,198,37,0
              Allen,1980,8,3,60,12.6,-53.6,hurricane,1.0,70,980,193,39,0
              Allen,1980,8,3,12,12.8,-55.6,hurricane,1.0,80,975,189,42,0
              Allen,1980,8,3,18,12.9,-57.5,hurricane,2.0,95,965,206,61,0
              Allen,1980,8,4,0,13.3,-59.1,hurricane,3.0,110,950,200,62,1
              Allen,1980,8,4,60,13.6,-61.0,hurricane,4.0,115,948,200,60,1
              Allen,1980,8,4,12,14.0,-63.0,hurricane,4.0,125,945,201,61,1
              Allen,1980,8,4,18,14.4,-64.9,hurricane,4.0,130,930,200,60,1
              Allen,1980,8,5,0,14.8,-66.7,hurricane,5.0,140,911,204,63,1
              Allen,1980,8,5,60,15.4,-68.6,hurricane,5.0,145,916,206,64,1
              Allen,1980,8,5,12,15.9,-70.5,hurricane,5.0,155,932,260,83,1
              Allen,1980,8,5,18,16.5,-72.3,hurricane,5.0,150,940,207,65,1
              Allen,1980,8,6,0,17.8,-73.8,hurricane,5.0,140,945,205,64,1
              Allen,1980,8,6,60,18.3,-75.9,hurricane,4.0,115,955,208,65,1
              Allen,1980,8,6,12,19.2,-78.0,hurricane,4.0,115,955,247,78,1
              Allen,1980,8,6,18,20.0,-80.1,hurricane,4.0,125,955,272,112,1
              Allen,1980,8,7,0,20.1,-81.9,hurricane,4.0,135,945,211,64,1
              Allen,1980,8,7,60,20.4,-83.6,hurricane,5.0,145,935,217,66,1
              Allen,1980,8,7,12,21.0,-84.8,hurricane,5.0,155,910,302,118,1
              Allen,1980,8,7,18,21.8,-86.4,hurricane,5.0,165,899,298,114,1
              Allen,1980,8,8,0,22.2,-87.9,hurricane,5.0,155,920,300,117,1
              Allen,1980,8,8,60,22.8,-89.2,hurricane,4.0,130,945,324,146,1
              Allen,1980,8,8,12,23.4,-90.5,hurricane,4.0,115,960,334,140,1
              Allen,1980,8,8,18,23.9,-91.8,hurricane,4.0,130,940,326,145,1
              Allen,1980,8,9,0,24.5,-93.0,hurricane,5.0,145,912,342,149,1
              Allen,1980,8,9,60,25.0,-94.2,hurricane,5.0,155,909,335,150,1
              Allen,1980,8,9,12,25.2,-95.4,hurricane,5.0,140,916,341,149,1
              Allen,1980,8,9,18,25.4,-96.1,hurricane,4.0,125,925,330,146,1
              Allen,1980,8,10,0,25.8,-96.8,hurricane,3.0,110,935,255,83,1
              Allen,1980,8,10,60,26.1,-97.2,hurricane,3.0,100,945,363,142,1
              Allen,1980,8,10,12,26.7,-98.1,hurricane,2.0,85,960,238,68,0
              Allen,1980,8,10,18,27.3,-99.0,hurricane,1.0,70,970,205,56,0
             Bonnie,1980,8,16,0,22.0,-38.7,hurricane,1.0,75,985,225,56,0
             Bonnie,1980,8,16,60,23.7,-38.9,hurricane,2.0,85,975,235,58,0
             Bonnie,1980,8,16,12,24.8,-39.1,hurricane,2.0,85,975,235,59,0
             Bonnie,1980,8,16,18,25.8,-39.4,hurricane,2.0,85,975,234,59,0
             Bonnie,1980,8,17,0,27.0,-39.7,hurricane,1.0,75,985,212,57,0
             Bonnie,1980,8,17,60,28.0,-40.0,hurricane,1.0,65,990,222,50,0
             Bonnie,1980,8,17,12,29.0,-40.3,hurricane,1.0,65,990,227,51,0
