name,year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,hurricane_class,merge_name,storm_id,correct_datetime,datetime,CSST,COHC,SHRD,RHMD,MTPW,VMPI,DTL
              Diana,1984,9,12,60,34.0,-77.4,hurricane,2.0,95,963,197,61,0,DIANA,AL101984,1984-09-12 06:00:00,1984-09-12 06:00:00,272.0,31.0,64.0,28.0,435.0,117.0,41.0
              Diana,1984,9,12,12,34.0,-77.2,hurricane,2.0,95,967,199,61,0,DIANA,AL101984,1984-09-12 12:00:00,1984-09-12 12:00:00,272.0,42.0,54.0,31.0,431.0,122.0,56.0
              Diana,1984,9,12,18,33.9,-77.1,hurricane,2.0,90,970,209,63,0,DIANA,AL101984,1984-09-12 18:00:00,1984-09-12 18:00:00,277.0,42.0,101.0,31.0,435.0,105.0,70.0
              Diana,1984,9,13,0,33.8,-77.4,hurricane,2.0,85,972,196,62,0,DIANA,AL101984,1984-09-13 00:00:00,1984-09-13 00:00:00,277.0,31.0,83.0,31.0,468.0,106.0,54.0
              Diana,1984,9,13,60,33.9,-77.9,hurricane,1.0,80,978,221,71,0,DIANA,AL101984,1984-09-13 06:00:00,1984-09-13 06:00:00,277.0,23.0,37.0,31.0,463.0,118.0,10.0
           Hortense,1984,9,25,18,29.7,-60.8,hurricane,1.0,65,996,229,57,0,HORTENSE,AL141984,1984-09-25 18:00:00,1984-09-25 18:00:00,278.0,22.0,293.0,58.0,484.0,132.0,1268.0
           Hortense,1984,9,26,0,30.2,-61.1,hurricane,1.0,65,993,221,58,0,HORTENSE,AL141984,1984-09-26 00:00:00,1984-09-26 00:00:00,275.0,20.0,272.0,57.0,474.0,111.0,1313.0
          Josephine,1984,10,10,60,27.2,-72.4,hurricane,1.0,65,987,239,53,0,JOSEPHINE,AL161984,1984-10-10 06:00:00,1984-10-10 06:00:00,279.0,38.0,162.0,53.0,489.0,116.0,603.0
          Josephine,1984,10,10,12,27.5,-72.5,hurricane,1.0,70,987,240,51,0,JOSEPHINE,AL161984,1984-10-10 12:00:00,1984-10-10 12:00:00,279.0,36.0,232.0,52.0,498.0,112.0,607.0
          Josephine,1984,10,10,18,28.0,-72.6,hurricane,1.0,70,985,248,52,0,JOSEPHINE,AL161984,1984-10-10 18:00:00,1984-10-10 18:00:00,275.0,33.0,278.0,52.0,513.0,106.0,623.0
          Josephine,1984,10,11,0,28.6,-72.5,hurricane,1.0,75,983,254,50,0,JOSEPHINE,AL161984,1984-10-11 00:00:00,1984-10-11 00:00:00,274.0,29.0,280.0,48.0,515.0,104.0,666.0
          Josephine,1984,10,11,60,29.3,-72.4,hurricane,1.0,80,979,257,74,0,JOSEPHINE,AL161984,1984-10-11 06:00:00,1984-10-11 06:00:00,269.0,20.0,272.0,51.0,510.0,93.0,720.0
          Josephine,1984,10,11,12,30.0,-72.1,hurricane,2.0,85,974,250,68,0,JOSEPHINE,AL161984,1984-10-11 12:00:00,1984-10-11 12:00:00,266.0,16.0,335.0,45.0,486.0,86.0,671.0
          Josephine,1984,10,11,18,30.7,-71.9,hurricane,2.0,85,971,245,68,0,JOSEPHINE,AL161984,1984-10-11 18:00:00,1984-10-11 18:00:00,266.0,13.0,356.0,42.0,511.0,75.0,623.0
          Josephine,1984,10,12,0,31.4,-71.7,hurricane,2.0,90,970,250,70,0,JOSEPHINE,AL161984,1984-10-12 00:00:00,1984-10-12 00:00:00,261.0,7.0,274.0,43.0,469.0,78.0,582.0
          Josephine,1984,10,12,60,32.2,-71.7,hurricane,2.0,90,973,252,67,0,JOSEPHINE,AL161984,1984-10-12 06:00:00,1984-10-12 06:00:00,258.0,5.0,250.0,38.0,448.0,80.0,526.0
          Josephine,1984,10,12,12,33.0,-71.8,hurricane,2.0,90,977,249,69,0,JOSEPHINE,AL161984,1984-10-12 12:00:00,1984-10-12 12:00:00,257.0,1.0,273.0,36.0,452.0,85.0,464.0
          Josephine,1984,10,12,18,33.7,-71.7,hurricane,2.0,90,976,252,68,0,JOSEPHINE,AL161984,1984-10-12 18:00:00,1984-10-12 18:00:00,257.0,0.0,280.0,38.0,425.0,89.0,427.0
          Josephine,1984,10,13,0,34.3,-71.4,hurricane,2.0,85,971,252,69,0,JOSEPHINE,AL161984,1984-10-13 00:00:00,1984-10-13 00:00:00,256.0,0.0,249.0,43.0,407.0,97.0,422.0
          Josephine,1984,10,13,60,34.8,-71.2,hurricane,2.0,85,973,388,121,0,JOSEPHINE,AL161984,1984-10-13 06:00:00,1984-10-13 06:00:00,256.0,0.0,234.0,42.0,436.0,93.0,422.0
          Josephine,1984,10,13,12,35.4,-71.3,hurricane,1.0,80,975,435,122,0,JOSEPHINE,AL161984,1984-10-13 12:00:00,1984-10-13 12:00:00,257.0,0.0,246.0,39.0,458.0,88.0,402.0
          Josephine,1984,10,13,18,36.0,-71.7,hurricane,1.0,70,973,264,51,0,JOSEPHINE,AL161984,1984-10-13 18:00:00,1984-10-13 18:00:00,254.0,0.0,168.0,42.0,447.0,88.0,364.0
          Josephine,1984,10,14,0,36.6,-71.9,hurricane,1.0,65,977,257,53,0,JOSEPHINE,AL161984,1984-10-14 00:00:00,1984-10-14 00:00:00,254.0,0.0,147.0,43.0,413.0,93.0,345.0
          Josephine,1984,10,14,60,36.8,-71.7,hurricane,1.0,65,975,261,52,0,JOSEPHINE,AL161984,1984-10-14 06:00:00,1984-10-14 06:00:00,254.0,0.0,122.0,42.0,411.0,94.0,347.0
          Josephine,1984,10,14,12,36.6,-71.4,hurricane,1.0,70,971,266,52,0,JOSEPHINE,AL161984,1984-10-14 12:00:00,1984-10-14 12:00:00,254.0,0.0,115.0,40.0,426.0,92.0,382.0
          Josephine,1984,10,14,18,36.3,-70.8,hurricane,1.0,70,968,263,51,0,JOSEPHINE,AL161984,1984-10-14 18:00:00,1984-10-14 18:00:00,258.0,0.0,163.0,44.0,413.0,90.0,445.0
          Josephine,1984,10,15,0,35.9,-69.8,hurricane,1.0,70,965,260,51,0,JOSEPHINE,AL161984,1984-10-15 00:00:00,1984-10-15 00:00:00,256.0,0.0,185.0,43.0,394.0,92.0,535.0
          Josephine,1984,10,15,60,36.2,-68.4,hurricane,1.0,65,966,255,52,0,JOSEPHINE,AL161984,1984-10-15 06:00:00,1984-10-15 06:00:00,257.0,0.0,248.0,44.0,421.0,90.0,617.0
          Josephine,1984,10,15,12,36.8,-66.6,hurricane,1.0,65,973,261,48,0,JOSEPHINE,AL161984,1984-10-15 12:00:00,1984-10-15 12:00:00,254.0,0.0,308.0,47.0,408.0,90.0,615.0
          Josephine,1984,10,15,18,37.6,-64.8,hurricane,1.0,65,971,198,50,0,JOSEPHINE,AL161984,1984-10-15 18:00:00,1984-10-15 18:00:00,254.0,0.0,351.0,51.0,414.0,90.0,633.0
          Josephine,1984,10,16,0,38.3,-63.0,hurricane,1.0,65,973,263,46,0,JOSEPHINE,AL161984,1984-10-16 00:00:00,1984-10-16 00:00:00,249.0,0.0,337.0,48.0,385.0,86.0,620.0
          Josephine,1984,10,16,60,39.2,-61.4,hurricane,1.0,65,977,306,54,0,JOSEPHINE,AL161984,1984-10-16 06:00:00,1984-10-16 06:00:00,243.0,0.0,347.0,44.0,360.0,82.0,590.0
          Josephine,1984,10,16,12,39.9,-59.7,hurricane,1.0,65,982,567,112,0,JOSEPHINE,AL161984,1984-10-16 12:00:00,1984-10-16 12:00:00,244.0,0.0,394.0,45.0,317.0,73.0,593.0
          Josephine,1984,10,16,18,40.6,-58.2,hurricane,1.0,65,986,511,114,0,JOSEPHINE,AL161984,1984-10-16 18:00:00,1984-10-16 18:00:00,233.0,0.0,381.0,46.0,318.0,58.0,569.0
          Josephine,1984,10,17,0,41.3,-56.6,hurricane,1.0,65,988,494,111,0,JOSEPHINE,AL161984,1984-10-17 00:00:00,1984-10-17 00:00:00,215.0,0.0,348.0,42.0,307.0,21.0,577.0
              Klaus,1984,11,8,0,19.4,-64.0,hurricane,1.0,65,992,213,44,0,KLAUS,AL181984,1984-11-08 00:00:00,1984-11-08 00:00:00,282.0,63.0,166.0,70.0,579.0,135.0,79.0
              Klaus,1984,11,8,60,19.6,-63.1,hurricane,1.0,70,989,230,47,0,KLAUS,AL181984,1984-11-08 06:00:00,1984-11-08 06:00:00,282.0,63.0,156.0,68.0,569.0,130.0,147.0
              Klaus,1984,11,8,12,19.7,-62.2,hurricane,1.0,75,986,220,46,0,KLAUS,AL181984,1984-11-08 12:00:00,1984-11-08 12:00:00,282.0,63.0,205.0,63.0,574.0,130.0,177.0
              Klaus,1984,11,8,18,19.9,-61.4,hurricane,1.0,80,984,170,31,0,KLAUS,AL181984,1984-11-08 18:00:00,1984-11-08 18:00:00,281.0,63.0,211.0,61.0,589.0,130.0,244.0
              Klaus,1984,11,9,0,20.4,-60.8,hurricane,1.0,80,982,242,55,0,KLAUS,AL181984,1984-11-09 00:00:00,1984-11-09 00:00:00,279.0,60.0,222.0,54.0,581.0,130.0,317.0
              Klaus,1984,11,9,60,21.1,-60.1,hurricane,1.0,80,981,265,66,0,KLAUS,AL181984,1984-11-09 06:00:00,1984-11-09 06:00:00,278.0,53.0,171.0,52.0,575.0,125.0,418.0
              Klaus,1984,11,9,12,21.8,-59.5,hurricane,1.0,80,980,240,54,0,KLAUS,AL181984,1984-11-09 12:00:00,1984-11-09 12:00:00,278.0,46.0,216.0,46.0,561.0,123.0,516.0
              Klaus,1984,11,9,18,22.7,-58.7,hurricane,1.0,80,980,264,67,0,KLAUS,AL181984,1984-11-09 18:00:00,1984-11-09 18:00:00,277.0,43.0,229.0,49.0,553.0,121.0,643.0
              Klaus,1984,11,10,0,23.8,-57.8,hurricane,1.0,80,979,265,67,0,KLAUS,AL181984,1984-11-10 00:00:00,1984-11-10 00:00:00,274.0,34.0,276.0,52.0,523.0,103.0,796.0
              Klaus,1984,11,10,60,24.8,-56.6,hurricane,1.0,75,978,257,49,0,KLAUS,AL181984,1984-11-10 06:00:00,1984-11-10 06:00:00,272.0,23.0,391.0,45.0,504.0,95.0,956.0
              Klaus,1984,11,10,12,26.2,-55.2,hurricane,1.0,75,977,253,46,0,KLAUS,AL181984,1984-11-10 12:00:00,1984-11-10 12:00:00,265.0,16.0,445.0,47.0,484.0,93.0,1164.0
              Klaus,1984,11,10,18,28.0,-54.0,hurricane,1.0,75,975,230,54,0,KLAUS,AL181984,1984-11-10 18:00:00,1984-11-10 18:00:00,258.0,0.0,479.0,49.0,483.0,84.0,1396.0
              Klaus,1984,11,11,0,29.5,-53.0,hurricane,1.0,75,971,232,56,0,KLAUS,AL181984,1984-11-11 00:00:00,1984-11-11 00:00:00,252.0,0.0,512.0,46.0,442.0,69.0,1589.0
              Klaus,1984,11,11,60,31.0,-52.5,hurricane,1.0,70,975,234,54,0,KLAUS,AL181984,1984-11-11 06:00:00,1984-11-11 06:00:00,244.0,0.0,438.0,42.0,458.0,65.0,1737.0
              Klaus,1984,11,11,12,32.2,-52.4,hurricane,1.0,70,977,233,52,0,KLAUS,AL181984,1984-11-11 12:00:00,1984-11-11 12:00:00,240.0,0.0,444.0,46.0,436.0,63.0,1605.0
              Klaus,1984,11,11,18,33.4,-52.7,hurricane,1.0,70,980,245,52,0,KLAUS,AL181984,1984-11-11 18:00:00,1984-11-11 18:00:00,236.0,0.0,377.0,44.0,387.0,65.0,1470.0
              Klaus,1984,11,12,0,34.6,-53.4,hurricane,1.0,70,982,248,54,0,KLAUS,AL181984,1984-11-12 00:00:00,1984-11-12 00:00:00,232.0,0.0,344.0,46.0,385.0,66.0,1335.0
              Klaus,1984,11,12,60,34.8,-54.2,hurricane,1.0,70,983,253,55,0,KLAUS,AL181984,1984-11-12 06:00:00,1984-11-12 06:00:00,232.0,0.0,258.0,43.0,393.0,65.0,1304.0
              Klaus,1984,11,12,12,35.0,-55.0,hurricane,1.0,65,984,250,50,0,KLAUS,AL181984,1984-11-12 12:00:00,1984-11-12 12:00:00,229.0,0.0,334.0,44.0,411.0,56.0,1253.0
               Lili,1984,12,20,12,31.1,-52.4,hurricane,1.0,70,980,254,55,0,LILI,AL201984,1984-12-20 12:00:00,1984-12-20 12:00:00,221.0,0.0,97.0,32.0,319.0,92.0,1727.0
               Lili,1984,12,20,18,30.5,-52.3,hurricane,1.0,70,980,253,50,0,LILI,AL201984,1984-12-20 18:00:00,1984-12-20 18:00:00,226.0,0.0,208.0,33.0,322.0,100.0,1719.0
               Lili,1984,12,21,0,30.0,-52.2,hurricane,1.0,70,980,247,56,0,LILI,AL201984,1984-12-21 00:00:00,1984-12-21 00:00:00,226.0,0.0,194.0,37.0,336.0,103.0,1680.0
               Lili,1984,12,21,60,29.5,-52.1,hurricane,1.0,70,980,246,56,0,LILI,AL201984,1984-12-21 06:00:00,1984-12-21 06:00:00,231.0,0.0,161.0,37.0,347.0,106.0,1642.0
               Lili,1984,12,21,12,29.0,-52.0,hurricane,1.0,70,980,246,55,0,LILI,AL201984,1984-12-21 12:00:00,1984-12-21 12:00:00,231.0,0.0,185.0,37.0,351.0,110.0,1605.0
               Lili,1984,12,21,18,28.5,-52.0,hurricane,1.0,70,980,197,61,0,LILI,AL201984,1984-12-21 18:00:00,1984-12-21 18:00:00,236.0,0.0,203.0,33.0,350.0,115.0,1563.0
               Lili,1984,12,22,0,27.8,-52.2,hurricane,1.0,70,980,251,56,0,LILI,AL201984,1984-12-22 00:00:00,1984-12-22 00:00:00,241.0,0.0,244.0,31.0,351.0,118.0,1492.0
               Lili,1984,12,22,60,27.0,-52.9,hurricane,1.0,70,980,242,59,0,LILI,AL201984,1984-12-22 06:00:00,1984-12-22 06:00:00,241.0,0.0,313.0,26.0,340.0,117.0,1380.0
               Lili,1984,12,22,12,26.0,-54.0,hurricane,1.0,70,980,241,58,0,LILI,AL201984,1984-12-22 12:00:00,1984-12-22 12:00:00,246.0,0.0,262.0,26.0,335.0,122.0,1224.0
               Lili,1984,12,22,18,24.8,-55.6,hurricane,1.0,70,980,215,59,0,LILI,AL201984,1984-12-22 18:00:00,1984-12-22 18:00:00,255.0,0.0,217.0,25.0,344.0,126.0,1017.0
               Lili,1984,12,23,0,23.6,-57.1,hurricane,1.0,65,987,304,42,0,LILI,AL201984,1984-12-23 00:00:00,1984-12-23 00:00:00,258.0,0.0,289.0,28.0,343.0,127.0,818.0
                Bob,1985,7,24,18,30.5,-80.5,hurricane,1.0,65,1003,207,60,0,BOB,AL021985,1985-07-24 18:00:00,1985-07-24 18:00:00,284.0,26.0,273.0,61.0,536.0,136.0,90.0
                Bob,1985,7,25,0,31.6,-80.5,hurricane,1.0,65,1002,212,60,0,BOB,AL021985,1985-07-25 00:00:00,1985-07-25 00:00:00,281.0,25.0,254.0,61.0,554.0,119.0,56.0
          Claudette,1985,8,14,60,35.2,-52.5,hurricane,1.0,65,988,222,50,0,CLAUDETTE,AL031985,1985-08-14 06:00:00,1985-08-14 06:00:00,267.0,5.0,59.0,40.0,456.0,115.0,1271.0
          Claudette,1985,8,14,12,35.3,-50.1,hurricane,1.0,65,987,223,49,0,CLAUDETTE,AL031985,1985-08-14 12:00:00,1985-08-14 12:00:00,267.0,4.0,155.0,36.0,475.0,100.0,1285.0
          Claudette,1985,8,14,18,35.5,-47.8,hurricane,1.0,65,986,222,48,0,CLAUDETTE,AL031985,1985-08-14 18:00:00,1985-08-14 18:00:00,265.0,3.0,169.0,37.0,447.0,95.0,1315.0
          Claudette,1985,8,15,0,35.6,-45.2,hurricane,1.0,70,985,209,54,0,CLAUDETTE,AL031985,1985-08-15 00:00:00,1985-08-15 00:00:00,264.0,2.0,185.0,39.0,413.0,94.0,1394.0
          Claudette,1985,8,15,60,35.7,-42.6,hurricane,1.0,70,981,213,54,0,CLAUDETTE,AL031985,1985-08-15 06:00:00,1985-08-15 06:00:00,263.0,3.0,145.0,33.0,410.0,84.0,1500.0
          Claudette,1985,8,15,12,35.8,-40.0,hurricane,1.0,75,980,210,57,0,CLAUDETTE,AL031985,1985-08-15 12:00:00,1985-08-15 12:00:00,260.0,0.0,155.0,32.0,407.0,70.0,1628.0
          Claudette,1985,8,15,18,36.4,-37.0,hurricane,1.0,75,981,206,57,0,CLAUDETTE,AL031985,1985-08-15 18:00:00,1985-08-15 18:00:00,253.0,0.0,191.0,33.0,410.0,65.0,1757.0
              Danny,1985,8,15,0,26.8,-91.5,hurricane,1.0,70,997,202,59,0,DANNY,AL041985,1985-08-15 00:00:00,1985-08-15 00:00:00,299.0,54.0,127.0,61.0,537.0,168.0,268.0
              Danny,1985,8,15,60,27.8,-92.2,hurricane,1.0,75,995,197,62,0,DANNY,AL041985,1985-08-15 06:00:00,1985-08-15 06:00:00,300.0,56.0,125.0,63.0,536.0,154.0,194.0
              Danny,1985,8,15,12,28.9,-92.6,hurricane,1.0,80,988,218,64,0,DANNY,AL041985,1985-08-15 12:00:00,1985-08-15 12:00:00,300.0,50.0,127.0,61.0,547.0,138.0,76.0
              Elena,1985,8,29,12,25.0,-85.0,hurricane,1.0,65,994,223,58,0,ELENA,AL051985,1985-08-29 12:00:00,1985-08-29 12:00:00,297.0,94.0,144.0,59.0,558.0,145.0,273.0
              Elena,1985,8,29,18,25.9,-85.8,hurricane,1.0,70,990,218,64,0,ELENA,AL051985,1985-08-29 18:00:00,1985-08-29 18:00:00,296.0,85.0,190.0,61.0,558.0,152.0,358.0
              Elena,1985,8,30,0,26.6,-86.6,hurricane,1.0,75,986,219,68,0,ELENA,AL051985,1985-08-30 00:00:00,1985-08-30 00:00:00,295.0,84.0,209.0,61.0,554.0,158.0,368.0
              Elena,1985,8,30,60,27.3,-87.2,hurricane,1.0,80,980,237,68,0,ELENA,AL051985,1985-08-30 06:00:00,1985-08-30 06:00:00,294.0,60.0,224.0,57.0,552.0,149.0,272.0
              Elena,1985,8,30,12,27.9,-87.3,hurricane,2.0,90,974,368,141,0,ELENA,AL051985,1985-08-30 12:00:00,1985-08-30 12:00:00,294.0,51.0,180.0,54.0,542.0,151.0,221.0
              Elena,1985,8,30,18,28.3,-86.8,hurricane,2.0,90,978,364,128,0,ELENA,AL051985,1985-08-30 18:00:00,1985-08-30 18:00:00,293.0,43.0,223.0,53.0,547.0,160.0,214.0
              Elena,1985,8,31,0,28.4,-86.0,hurricane,2.0,90,977,321,122,0,ELENA,AL051985,1985-08-31 00:00:00,1985-08-31 00:00:00,293.0,40.0,147.0,51.0,563.0,165.0,161.0
              Elena,1985,8,31,60,28.6,-85.3,hurricane,2.0,90,976,327,119,0,ELENA,AL051985,1985-08-31 06:00:00,1985-08-31 06:00:00,293.0,38.0,149.0,47.0,548.0,159.0,123.0
