name,year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,hurricane_class,merge_name,storm_id,correct_datetime,datetime,CSST,COHC,SHRD,RHMD,MTPW,VMPI,DTL
              Isaac,2006,10,1,0,32.0,-59.8,hurricane,1.0,75,987,190,50,0,ISAAC,AL102006,2006-10-01 00:00:00,2006-10-01 00:00:00,265.0,7.0,233.0,57.0,484.0,104.0,1377.0
              Felix,1995,8,16,0,33.5,-70.1,hurricane,1.0,70,963,201,58,0,FELIX,AL071995,1995-08-16 00:00:00,1995-08-16 00:00:00,273.0,19.0,39.0,45.0,622.0,90.0,568.0
           Hortense,1996,9,14,0,33.3,-69.5,hurricane,2.0,90,948,204,62,0,HORTENSE,AL081996,1996-09-14 00:00:00,1996-09-14 00:00:00,268.0,15.0,347.0,46.0,520.0,56.0,628.0
              Tammy,2023,10,24,18,24.0,-62.0,hurricane,1.0,65,987,210,20,0,TAMMY,AL202023,2023-10-24 18:00:00,2023-10-24 18:00:00,279.0,44.0,342.0,49.0,556.0,131.0,631.0
               Earl,2010,9,1,0,22.5,-69.4,hurricane,3.0,110,940,380,130,1,EARL,AL072010,2010-09-01 00:00:00,2010-09-01 00:00:00,288.0,62.0,184.0,55.0,550.0,153.0,320.0
             Bertha,1990,8,1,12,41.1,-62.7,hurricane,1.0,65,977,307,50,0,BERTHA,AL031990,1990-08-01 12:00:00,1990-08-01 12:00:00,217.0,0.0,255.0,55.0,483.0,0.0,355.0
            Gonzalo,2014,10,14,18,20.8,-65.5,hurricane,3.0,100,968,150,35,1,GONZALO,AL082014,2014-10-14 18:00:00,2014-10-14 18:00:00,287.0,69.0,163.0,50.0,518.0,152.0,254.0
          Gabrielle,1989,9,3,18,16.5,-50.3,hurricane,3.0,105,937,217,56,1,GABRIELLE,AL101989,1989-09-03 18:00:00,1989-09-03 18:00:00,278.0,50.0,139.0,65.0,625.0,122.0,1048.0
          Cristobal,2014,8,26,60,25.6,-72.0,hurricane,1.0,65,989,210,40,0,CRISTOBAL,AL042014,2014-08-26 06:00:00,2014-08-26 06:00:00,290.0,47.0,103.0,45.0,564.0,143.0,487.0
              Joyce,2000,9,27,12,12.4,-38.8,hurricane,1.0,65,985,136,25,0,JOYCE,AL142000,2000-09-27 12:00:00,2000-09-27 12:00:00,280.0,24.0,94.0,72.0,543.0,138.0,1648.0
               Jose,2017,9,14,18,25.0,-66.9,hurricane,1.0,65,985,180,35,0,JOSE,AL122017,2017-09-14 18:00:00,2017-09-14 18:00:00,289.0,49.0,212.0,50.0,571.0,152.0,671.0
               Hugo,1989,9,21,12,29.0,-76.1,hurricane,3.0,110,948,211,64,1,HUGO,AL111989,1989-09-21 12:00:00,1989-09-21 12:00:00,283.0,53.0,56.0,54.0,627.0,137.0,445.0
             Dorian,2019,9,2,12,26.7,-78.3,hurricane,4.0,135,927,220,65,1,DORIAN,AL052019,2019-09-02 12:00:00,2019-09-02 12:00:00,293.0,97.0,121.0,68.0,575.0,142.0,170.0
          Gabrielle,1989,9,2,12,14.4,-42.0,hurricane,2.0,85,974,207,45,0,GABRIELLE,AL101989,1989-09-02 12:00:00,1989-09-02 12:00:00,273.0,25.0,57.0,72.0,583.0,132.0,1526.0
                Lee,2017,9,26,18,29.9,-54.2,hurricane,2.0,95,972,90,35,0,LEE,AL142017,2017-09-26 18:00:00,2017-09-26 18:00:00,276.0,14.0,173.0,45.0,438.0,144.0,1561.0
               Noel,2007,11,2,0,26.4,-76.5,hurricane,1.0,70,981,275,40,0,NOEL,AL162007,2007-11-02 00:00:00,2007-11-02 00:00:00,272.0,30.0,387.0,61.0,577.0,106.0,204.0
               Ivan,1998,9,25,18,37.2,-40.2,hurricane,1.0,75,983,245,62,0,IVAN,AL091998,1998-09-25 18:00:00,1998-09-25 18:00:00,244.0,0.0,139.0,50.0,438.0,73.0,1496.0
               Erin,1995,8,1,12,25.5,-76.3,hurricane,1.0,75,985,211,58,0,ERIN,AL051995,1995-08-01 12:00:00,1995-08-01 12:00:00,292.0,70.0,274.0,54.0,552.0,140.0,172.0
               Fran,1996,9,4,18,27.7,-75.5,hurricane,3.0,105,952,210,64,1,FRAN,AL061996,1996-09-04 18:00:00,1996-09-04 18:00:00,289.0,57.0,121.0,56.0,575.0,129.0,376.0
              Emily,1993,8,30,60,31.5,-70.8,hurricane,1.0,70,976,220,65,0,EMILY,AL051993,1993-08-30 06:00:00,1993-08-30 06:00:00,277.0,24.0,161.0,47.0,509.0,114.0,641.0
              Floyd,1999,9,13,18,24.1,-72.9,hurricane,4.0,125,923,212,63,1,FLOYD,AL081999,1999-09-13 18:00:00,1999-09-13 18:00:00,290.0,67.0,99.0,63.0,602.0,144.0,309.0
               Fran,1996,9,2,0,22.9,-64.7,hurricane,1.0,75,978,245,54,0,FRAN,AL061996,1996-09-02 00:00:00,1996-09-02 00:00:00,288.0,56.0,85.0,48.0,578.0,141.0,462.0
               Gert,1999,9,21,18,32.7,-62.1,hurricane,1.0,80,958,209,65,0,GERT,AL091999,1999-09-21 18:00:00,1999-09-21 18:00:00,271.0,12.0,247.0,64.0,606.0,99.0,1217.0
           Hortense,1996,9,9,18,16.6,-65.6,hurricane,1.0,70,990,186,37,0,HORTENSE,AL081996,1996-09-09 18:00:00,1996-09-09 18:00:00,290.0,80.0,245.0,58.0,570.0,148.0,143.0
               Irma,2017,9,1,12,18.4,-37.3,hurricane,3.0,100,967,120,25,1,IRMA,AL112017,2017-09-01 12:00:00,2017-09-01 12:00:00,264.0,6.0,43.0,51.0,592.0,95.0,2139.0
           Franklin,2023,8,30,0,31.8,-69.5,hurricane,3.0,100,953,210,50,1,FRANKLIN,AL082023,2023-08-30 00:00:00,2023-08-30 00:00:00,278.0,20.0,210.0,58.0,578.0,104.0,717.0
               Bill,2009,8,20,60,21.1,-59.6,hurricane,4.0,115,949,350,105,1,BILL,AL032009,2009-08-20 06:00:00,2009-08-20 06:00:00,284.0,54.0,156.0,58.0,615.0,132.0,443.0
               Iris,1995,8,31,18,25.0,-58.9,hurricane,2.0,85,968,237,65,0,IRIS,AL101995,1995-08-31 18:00:00,1995-08-31 18:00:00,286.0,36.0,95.0,45.0,540.0,114.0,857.0
              Teddy,2020,9,16,18,16.8,-50.2,hurricane,2.0,85,972,270,55,0,TEDDY,AL202020,2020-09-16 18:00:00,2020-09-16 18:00:00,280.0,51.0,121.0,51.0,599.0,130.0,1070.0
            Gilbert,1988,9,12,12,17.6,-75.3,hurricane,3.0,110,960,246,82,1,GILBERT,AL081988,1988-09-12 12:00:00,1988-09-12 12:00:00,292.0,86.0,44.0,70.0,620.0,146.0,103.0
              Dolly,2008,7,23,0,24.9,-95.7,hurricane,1.0,65,982,220,40,0,DOLLY,AL042008,2008-07-23 00:00:00,2008-07-23 00:00:00,292.0,51.0,115.0,68.0,575.0,122.0,171.0
              Felix,1995,8,17,18,36.5,-72.2,hurricane,1.0,65,973,199,53,0,FELIX,AL071995,1995-08-17 18:00:00,1995-08-17 18:00:00,270.0,38.0,145.0,58.0,590.0,91.0,326.0
            Isidore,1990,9,13,18,35.4,-50.6,hurricane,1.0,65,987,240,50,0,ISIDORE,AL101990,1990-09-13 18:00:00,1990-09-13 18:00:00,262.0,0.0,157.0,57.0,478.0,110.0,1267.0
            Epsilon,2020,10,24,0,36.1,-62.0,hurricane,1.0,75,962,520,100,0,EPSILON,AL272020,2020-10-24 00:00:00,2020-10-24 00:00:00,244.0,0.0,170.0,46.0,487.0,94.0,880.0
            Georges,1998,9,21,12,17.4,-63.6,hurricane,2.0,95,966,223,58,0,GEORGES,AL071998,1998-09-21 12:00:00,1998-09-21 12:00:00,289.0,78.0,206.0,44.0,532.0,145.0,79.0
              Danny,1997,7,19,12,30.3,-88.0,hurricane,1.0,70,984,189,57,0,DANNY,AL051997,1997-07-19 12:00:00,1997-07-19 12:00:00,293.0,26.0,49.0,50.0,495.0,148.0,8.0
            Michael,2018,10,10,0,26.6,-86.5,hurricane,3.0,110,952,280,60,1,MICHAEL,AL142018,2018-10-10 00:00:00,2018-10-10 00:00:00,282.0,58.0,108.0,63.0,614.0,154.0,365.0
            Alberto,2000,8,19,0,34.9,-48.1,hurricane,1.0,75,979,206,58,0,ALBERTO,AL032000,2000-08-19 00:00:00,2000-08-19 00:00:00,268.0,4.0,52.0,46.0,483.0,101.0,1371.0
               Lili,1990,10,13,60,33.2,-72.5,hurricane,1.0,65,992,263,47,0,LILI,AL141990,1990-10-13 06:00:00,1990-10-13 06:00:00,260.0,1.0,235.0,48.0,407.0,81.0,401.0
                Bob,1985,7,25,0,31.6,-80.5,hurricane,1.0,65,1002,212,60,0,BOB,AL021985,1985-07-25 00:00:00,1985-07-25 00:00:00,281.0,25.0,254.0,61.0,554.0,119.0,56.0
              Irene,2011,8,27,60,33.4,-76.8,hurricane,1.0,75,952,365,120,0,IRENE,AL092011,2011-08-27 06:00:00,2011-08-27 06:00:00,280.0,52.0,198.0,55.0,603.0,105.0,125.0
              Beryl,2018,7,6,18,10.6,-47.3,hurricane,1.0,65,993,50,10,0,BERYL,AL022018,2018-07-06 18:00:00,2018-07-06 18:00:00,275.0,36.0,86.0,58.0,533.0,120.0,835.0
             Bertha,2008,7,11,0,27.4,-61.0,hurricane,1.0,75,980,210,40,0,BERTHA,AL022008,2008-07-11 00:00:00,2008-07-11 00:00:00,277.0,14.0,27.0,39.0,464.0,135.0,1019.0
             Ingrid,2013,9,16,0,23.0,-96.2,hurricane,1.0,70,989,130,15,0,INGRID,AL102013,2013-09-16 00:00:00,2013-09-16 00:00:00,294.0,56.0,264.0,77.0,645.0,134.0,158.0
            Gonzalo,2014,10,14,60,19.1,-64.0,hurricane,2.0,90,976,150,35,0,GONZALO,AL082014,2014-10-14 06:00:00,2014-10-14 06:00:00,287.0,69.0,157.0,53.0,524.0,151.0,51.0
              Fiona,2022,9,19,60,18.2,-68.4,hurricane,1.0,80,977,220,40,0,FIONA,AL072022,2022-09-19 06:00:00,2022-09-19 06:00:00,290.0,78.0,168.0,59.0,578.0,156.0,18.0
                Bob,1991,8,18,0,29.7,-77.0,hurricane,1.0,70,980,197,58,0,BOB,AL031991,1991-08-18 00:00:00,1991-08-18 00:00:00,289.0,57.0,93.0,58.0,542.0,137.0,378.0
             Margot,2023,9,13,0,32.1,-39.6,hurricane,1.0,75,970,380,90,0,MARGOT,AL142023,2023-09-13 00:00:00,2023-09-13 00:00:00,265.0,5.0,71.0,49.0,501.0,132.0,1989.0
               Omar,2008,10,15,60,14.4,-68.0,hurricane,1.0,70,985,195,30,0,OMAR,AL152008,2008-10-15 06:00:00,2008-10-15 06:00:00,290.0,60.0,166.0,73.0,606.0,151.0,325.0
               Dean,2007,8,18,18,15.9,-69.5,hurricane,4.0,130,930,300,90,1,DEAN,AL042007,2007-08-18 18:00:00,2007-08-18 18:00:00,287.0,68.0,98.0,62.0,610.0,137.0,269.0
            Gilbert,1988,9,16,12,23.7,-95.9,hurricane,4.0,115,948,235,73,1,GILBERT,AL081988,1988-09-16 12:00:00,1988-09-16 12:00:00,296.0,60.0,73.0,72.0,614.0,118.0,185.0
             Helene,2006,9,21,60,27.8,-57.0,hurricane,1.0,75,964,355,70,0,HELENE,AL092006,2006-09-21 06:00:00,2006-09-21 06:00:00,282.0,27.0,68.0,55.0,578.0,116.0,1221.0
           Michelle,2001,11,4,0,19.7,-83.7,hurricane,4.0,115,938,312,113,1,MICHELLE,AL152001,2001-11-04 00:00:00,2001-11-04 00:00:00,289.0,88.0,409.0,73.0,590.0,149.0,208.0
            Michael,2012,9,9,18,33.7,-43.5,hurricane,1.0,80,979,120,40,0,MICHAEL,AL132012,2012-09-09 18:00:00,2012-09-09 18:00:00,267.0,5.0,206.0,30.0,429.0,121.0,1653.0
            Charley,1992,9,23,18,35.2,-34.6,hurricane,1.0,75,981,243,62,0,CHARLEY,AL061992,1992-09-23 18:00:00,1992-09-23 18:00:00,247.0,0.0,106.0,47.0,385.0,115.0,2006.0
              Katia,2011,9,8,12,32.8,-70.2,hurricane,1.0,80,966,360,130,0,KATIA,AL122011,2011-09-08 12:00:00,2011-09-08 12:00:00,272.0,18.0,101.0,57.0,576.0,104.0,599.0
           Danielle,1998,8,26,0,17.6,-47.3,hurricane,1.0,80,980,231,50,0,DANIELLE,AL041998,1998-08-26 00:00:00,1998-08-26 00:00:00,273.0,34.0,146.0,53.0,552.0,131.0,1390.0
            Frances,1986,11,20,18,28.5,-58.7,hurricane,1.0,75,1000,262,45,0,FRANCES,AL101986,1986-11-20 18:00:00,1986-11-20 18:00:00,253.0,0.0,387.0,40.0,438.0,92.0,1216.0
            Isidore,1990,9,7,18,19.9,-37.9,hurricane,1.0,80,979,235,54,0,ISIDORE,AL101990,1990-09-07 18:00:00,1990-09-07 18:00:00,264.0,8.0,340.0,49.0,554.0,98.0,2177.0
             Gordon,2006,9,20,0,37.7,-29.9,hurricane,1.0,70,980,225,60,0,GORDON,AL082006,2006-09-20 00:00:00,2006-09-20 00:00:00,233.0,0.0,309.0,52.0,406.0,67.0,1787.0
            Lorenzo,2019,9,25,18,14.4,-36.0,hurricane,1.0,80,979,300,35,0,LORENZO,AL132019,2019-09-25 18:00:00,2019-09-25 18:00:00,274.0,22.0,70.0,71.0,597.0,133.0,1967.0
           Humberto,2001,9,24,60,33.8,-66.8,hurricane,1.0,75,989,232,65,0,HUMBERTO,AL102001,2001-09-24 06:00:00,2001-09-24 06:00:00,266.0,7.0,242.0,49.0,486.0,98.0,841.0
            Gilbert,1988,9,16,60,22.9,-94.8,hurricane,3.0,110,946,249,76,1,GILBERT,AL081988,1988-09-16 06:00:00,1988-09-16 06:00:00,297.0,57.0,59.0,72.0,626.0,129.0,298.0
          Gabrielle,1989,9,6,60,23.1,-58.8,hurricane,4.0,120,942,211,66,1,GABRIELLE,AL101989,1989-09-06 06:00:00,1989-09-06 06:00:00,285.0,43.0,245.0,56.0,597.0,130.0,677.0
            Marilyn,1995,9,14,0,13.0,-57.7,hurricane,1.0,65,988,167,29,0,MARILYN,AL151995,1995-09-14 00:00:00,1995-09-14 00:00:00,289.0,68.0,67.0,49.0,511.0,152.0,187.0
           Danielle,2010,8,25,18,20.7,-52.6,hurricane,1.0,75,980,180,40,0,DANIELLE,AL062010,2010-08-25 18:00:00,2010-08-25 18:00:00,278.0,41.0,168.0,55.0,577.0,137.0,1018.0
            Matthew,2016,9,30,12,13.8,-70.4,hurricane,3.0,100,968,260,50,1,MATTHEW,AL142016,2016-09-30 12:00:00,2016-09-30 12:00:00,287.0,66.0,238.0,63.0,571.0,134.0,183.0
               Noel,1995,9,29,12,17.4,-41.9,hurricane,1.0,65,987,145,22,0,NOEL,AL161995,1995-09-29 12:00:00,1995-09-29 12:00:00,272.0,29.0,307.0,54.0,512.0,127.0,1789.0
            Isidore,2002,9,20,12,21.5,-83.5,hurricane,2.0,85,966,222,63,0,ISIDORE,AL102002,2002-09-20 12:00:00,2002-09-20 12:00:00,297.0,121.0,156.0,67.0,628.0,138.0,38.0
                Lee,2017,9,25,18,30.6,-50.2,hurricane,1.0,75,984,60,20,0,LEE,AL142017,2017-09-25 18:00:00,2017-09-25 18:00:00,272.0,13.0,45.0,46.0,434.0,137.0,1800.0
             Gordon,2000,9,17,60,26.1,-84.9,hurricane,1.0,70,981,206,62,0,GORDON,AL112000,2000-09-17 06:00:00,2000-09-17 06:00:00,292.0,61.0,268.0,47.0,487.0,153.0,268.0
               Fran,1996,9,1,60,21.9,-62.6,hurricane,1.0,65,982,229,52,0,FRAN,AL061996,1996-09-01 06:00:00,1996-09-01 06:00:00,286.0,59.0,48.0,51.0,554.0,134.0,393.0
               Earl,1986,9,16,12,29.1,-48.9,hurricane,1.0,75,984,225,60,0,EARL,AL091986,1986-09-16 12:00:00,1986-09-16 12:00:00,277.0,20.0,130.0,45.0,484.0,131.0,1826.0
              Delta,2020,10,7,60,20.1,-85.9,hurricane,2.0,90,968,190,35,0,DELTA,AL262020,2020-10-07 06:00:00,2020-10-07 06:00:00,292.0,105.0,96.0,69.0,627.0,150.0,131.0
             Isabel,2003,9,18,12,33.7,-75.2,hurricane,2.0,90,956,194,61,0,ISABEL,AL132003,2003-09-18 12:00:00,2003-09-18 12:00:00,275.0,28.0,231.0,51.0,535.0,38.0,168.0
              Felix,2001,9,13,60,24.8,-48.6,hurricane,1.0,75,979,224,61,0,FELIX,AL072001,2001-09-13 06:00:00,2001-09-13 06:00:00,278.0,30.0,175.0,57.0,532.0,143.0,1577.0
             Bonnie,2022,7,5,0,14.4,-100.9,hurricane,2.0,90,974,140,30,0,BONNIE,AL022022,2022-07-05 00:00:00,2022-07-05 00:00:00,294.0,43.0,147.0,70.0,612.0,139.0,287.0
              Maria,2005,9,5,18,32.1,-56.7,hurricane,2.0,90,970,180,40,0,MARIA,AL142005,2005-09-05 18:00:00,2005-09-05 18:00:00,274.0,12.0,257.0,62.0,567.0,124.0,1487.0
             Bonnie,1992,9,21,0,37.0,-54.6,hurricane,2.0,90,972,186,50,0,BONNIE,AL051992,1992-09-21 00:00:00,1992-09-21 00:00:00,257.0,0.0,126.0,47.0,385.0,109.0,1070.0
            Gonzalo,2014,10,15,0,21.7,-66.2,hurricane,4.0,115,956,170,35,1,GONZALO,AL082014,2014-10-15 00:00:00,2014-10-15 00:00:00,287.0,70.0,97.0,52.0,518.0,154.0,360.0
              Maria,2017,9,20,18,18.6,-67.0,hurricane,2.0,95,959,230,85,0,MARIA,AL152017,2017-09-20 18:00:00,2017-09-20 18:00:00,290.0,79.0,111.0,52.0,579.0,141.0,11.0
               Joan,1988,10,18,60,11.7,-75.0,hurricane,1.0,70,987,138,29,0,JOAN,AL111988,1988-10-18 06:00:00,1988-10-18 06:00:00,289.0,71.0,15.0,80.0,611.0,141.0,66.0
               Karl,2010,9,17,60,19.7,-94.9,hurricane,2.0,95,966,160,35,0,KARL,AL132010,2010-09-17 06:00:00,2010-09-17 06:00:00,292.0,37.0,140.0,81.0,626.0,135.0,115.0
            Isidore,1990,9,14,60,36.2,-49.4,hurricane,1.0,65,987,229,51,0,ISIDORE,AL101990,1990-09-14 06:00:00,1990-09-14 06:00:00,258.0,0.0,157.0,51.0,486.0,108.0,1200.0
              Debby,1982,9,16,60,32.1,-66.7,hurricane,2.0,95,966,202,59,0,DEBBY,AL061982,1982-09-16 06:00:00,1982-09-16 06:00:00,273.0,16.0,110.0,52.0,478.0,106.0,922.0
               Beta,2005,10,29,12,13.7,-81.6,hurricane,1.0,75,982,100,30,0,BETA,AL272005,2005-10-29 12:00:00,2005-10-29 12:00:00,289.0,46.0,131.0,70.0,620.0,156.0,184.0
              Maria,2017,9,22,18,22.8,-71.2,hurricane,3.0,110,959,250,85,1,MARIA,AL152017,2017-09-22 18:00:00,2017-09-22 18:00:00,290.0,63.0,257.0,65.0,587.0,149.0,248.0
               Rina,2011,10,25,0,17.2,-83.2,hurricane,1.0,75,982,160,25,0,RINA,AL182011,2011-10-25 00:00:00,2011-10-25 00:00:00,289.0,69.0,188.0,55.0,536.0,183.0,190.0
           Humberto,2019,9,16,12,29.8,-76.7,hurricane,1.0,75,979,200,45,0,HUMBERTO,AL092019,2019-09-16 12:00:00,2019-09-16 12:00:00,285.0,49.0,226.0,51.0,565.0,141.0,409.0
               Rita,2005,9,22,12,25.2,-88.3,hurricane,5.0,140,908,300,150,1,RITA,AL182005,2005-09-22 12:00:00,2005-09-22 12:00:00,292.0,50.0,196.0,55.0,622.0,139.0,399.0
                Ida,2021,8,29,0,26.7,-87.6,hurricane,2.0,90,967,210,60,0,IDA,AL092021,2021-08-29 00:00:00,2021-08-29 00:00:00,296.0,75.0,162.0,70.0,573.0,174.0,302.0
               Lili,2002,10,2,12,24.4,-88.3,hurricane,3.0,110,952,343,137,1,LILI,AL132002,2002-10-02 12:00:00,2002-10-02 12:00:00,289.0,39.0,140.0,59.0,653.0,118.0,310.0
            Lorenzo,2019,9,29,12,25.6,-44.8,hurricane,3.0,110,945,380,130,1,LORENZO,AL132019,2019-09-29 12:00:00,2019-09-29 12:00:00,273.0,21.0,236.0,63.0,572.0,145.0,1961.0
                Ian,2022,9,26,60,17.7,-81.7,hurricane,1.0,65,985,140,15,0,IAN,AL092022,2022-09-26 06:00:00,2022-09-26 06:00:00,292.0,88.0,45.0,72.0,584.0,158.0,326.0
            Ophelia,2011,10,1,0,25.9,-63.3,hurricane,3.0,105,955,270,50,1,OPHELIA,AL162011,2011-10-01 00:00:00,2011-10-01 00:00:00,284.0,38.0,142.0,59.0,512.0,135.0,801.0
               Iris,1995,8,30,18,24.2,-60.8,hurricane,1.0,75,971,224,61,0,IRIS,AL101995,1995-08-30 18:00:00,1995-08-30 18:00:00,286.0,44.0,115.0,53.0,542.0,115.0,695.0
             Martin,2022,11,2,12,35.1,-50.9,hurricane,1.0,65,983,200,30,0,MARTIN,AL162022,2022-11-02 12:00:00,2022-11-02 12:00:00,234.0,0.0,379.0,60.0,406.0,117.0,1296.0
            Matthew,2016,9,29,18,14.2,-66.9,hurricane,1.0,65,993,260,60,0,MATTHEW,AL142016,2016-09-29 18:00:00,2016-09-29 18:00:00,291.0,57.0,213.0,59.0,586.0,148.0,370.0
              Oscar,2018,10,30,60,28.0,-58.4,hurricane,2.0,90,970,120,25,0,OSCAR,AL162018,2018-10-30 06:00:00,2018-10-30 06:00:00,265.0,11.0,186.0,53.0,483.0,90.0,1177.0
              Teddy,2020,9,17,12,18.9,-52.8,hurricane,3.0,100,960,300,70,1,TEDDY,AL202020,2020-09-17 12:00:00,2020-09-17 12:00:00,281.0,52.0,151.0,47.0,593.0,131.0,953.0
           Florence,2018,9,5,60,21.1,-44.3,hurricane,2.0,95,968,170,30,0,FLORENCE,AL062018,2018-09-05 06:00:00,2018-09-05 06:00:00,271.0,22.0,237.0,47.0,530.0,117.0,1833.0
               Lili,1984,12,20,12,31.1,-52.4,hurricane,1.0,70,980,254,55,0,LILI,AL201984,1984-12-20 12:00:00,1984-12-20 12:00:00,221.0,0.0,97.0,32.0,319.0,92.0,1727.0
              Diana,1984,9,12,12,34.0,-77.2,hurricane,2.0,95,967,199,61,0,DIANA,AL101984,1984-09-12 12:00:00,1984-09-12 12:00:00,272.0,42.0,54.0,31.0,431.0,122.0,56.0
               Earl,2010,8,31,60,20.2,-66.4,hurricane,4.0,115,931,320,100,1,EARL,AL072010,2010-08-31 06:00:00,2010-08-31 06:00:00,288.0,69.0,186.0,52.0,579.0,141.0,192.0
            Ophelia,2011,9,30,12,23.4,-63.0,hurricane,2.0,95,966,240,45,0,OPHELIA,AL162011,2011-09-30 12:00:00,2011-09-30 12:00:00,286.0,56.0,196.0,54.0,528.0,119.0,534.0
            Matthew,2016,10,7,12,28.9,-80.3,hurricane,3.0,105,944,270,85,1,MATTHEW,AL142016,2016-10-07 12:00:00,2016-10-07 12:00:00,279.0,22.0,276.0,64.0,618.0,118.0,47.0
              Irene,1999,10,17,0,29.4,-79.8,hurricane,1.0,65,984,251,53,0,IRENE,AL131999,1999-10-17 00:00:00,1999-10-17 00:00:00,273.0,41.0,203.0,48.0,541.0,88.0,114.0
               Gert,1999,9,14,60,16.6,-43.5,hurricane,2.0,85,973,236,55,0,GERT,AL091999,1999-09-14 06:00:00,1999-09-14 06:00:00,274.0,31.0,79.0,55.0,570.0,126.0,1610.0
             Gaston,2016,8,30,18,32.4,-52.5,hurricane,2.0,95,963,230,70,0,GASTON,AL072016,2016-08-30 18:00:00,2016-08-30 18:00:00,274.0,10.0,187.0,35.0,493.0,138.0,1582.0
